儿子超爱的一本书,内容虽简单,但儿子很喜欢,画面也非常舒服,是儿子每天睡前会主动去拿给我讲的一本书。	1
谜踪之国2:楼兰妖耳,收到的书封面都印错位了 ,感觉就像盗版的,这样还怎么收藏 ..-	0
没有上过营销大学,这就是补习班!,看了一年多的时间,差不多看完。但理解也只有三成以内。目前为止学到了不少营销的东西。希望自己在以后的工作中能结合实际,能更上一层楼。 如果你不是科班出身的营销者,这本书能最大程度上帮助你成为一个合格甚至出色的管理者。 好书值得推荐!!!	1
大家不要买!,根本用不成,还他妈贵!我同事说外边一个一块钱,这要16!关键还他妈用不成!无良公司!早晚倒闭!-	0
不喜欢,.. 看完了  说的太空了 ,锻炼方法跟体育课前预备操一样-	1
很实用,真的很实用!推荐需要用到VBA的人使用。	1
春宴,安妮的书,一直是我的最爱,即使我还没有来得及拆封,我也可以想象的到她的书是怎么样的传奇,她的书真的是伴随着我的成长,让我懂了很多!	1
终于等到了,呵呵,抱回去看包子-	0
没听力录音,这个有听力,书的封面有写“另配录音带一盒”但是又没有配送也没说明在哪里可以下载。如果需要另外购买,在商品描述的拍卖网页也得说明一下吧,现在买回来才发现带来这么多不便。额。。。。-	0
品相很好,书是好书,包装品相等都很不错,值得购买	1
味道很不错!,味道非常不错 配上自制的酸奶 绝配	1
咱去写穿越小说好吧,先说这书的印刷和排版以及封面设计,我都很喜欢。价钱也不算贵。 但是。。。 尼玛~正文看到第三页我就震精了,有木有啊~说“1392年,中国还是大明王朝时代,时有一位边关守将,名叫李成梁,忽一日突发奇想,带了一队人马跑到高丽,到地方后就给朝廷打报告,要担任朝鲜国王,朝廷批准了这一申请” 天哪~作者的才华实在让我的敬仰之情犹如滔滔江水连绵不绝地从胃中涌上喉咙。 不错,咱是在说民国历史,明史水平真没啥好苛求的,可是咱既然写到书里面那好歹也得查查资料,补习一下吧。首先李氏朝鲜是“李成梁”开创的啊,那他的太子是不是叫李如松,二贝勒叫李如柏啊?那万历年间守辽东的叫啥?李成桂芈?李成桂你说是朝鲜人你不了解,情有可原,李成梁守辽东尼玛多有名啊你都不知道是谁,被你从十六世纪穿越到十四世纪。 第二“突发奇想带了一队人马到高丽”,神马叫突发奇想啊?李成桂篡权那是突发奇想啊?凡是你搞不清的历史逻辑都可以解释为当事人突发奇想是芈,我发现你肿么这么有才华捏。 第三,“边关守将”,还真是突发奇想的高手啊,感情名人牙膏吃多了,分不清李成桂和李成梁,因此俩人形象身份事迹整了个恶合二为一是吧,采用“大明边关守将李成梁”的身份,然后穿越到十四世纪末去干“李成桂创建历史朝鲜”的大事去了。 哎~本来挺好的读书心情,看到第三页就毁灭了。 哎,写书,尤其是历史,不是写科幻小说,请严谨些。-	0
垃圾,装上根本用不了,退货了-	0
推荐,作者知识面真广,还超能联系和联想 推荐!-	0
使用时间长,与电脑契合度好。,电池不错,已经用了好多天,充放过三次,我是9芯,差不多4小时的样子;一句话,对我而言,还是蛮不错的!!!!	1
用了不超过5次就坏了。。。,买了大概两个月吧,用了不超过五次,上一次用了3分钟关掉之后就再也启动不了了,看了看评论发现有人跟自己情况一样o(╯□╰)o票据什么的都找不到了,不知道现在应该怎样。。。-	0
不错的书,站在不同的角度解读,很不错的书,就是可惜没买到港版的	1
评飞利浦 Philips SHM1900/93 头戴式耳麦,用耳机的调音轮调大小声时,左右声道不能同时有声音,应该是接触不好,才买了不久就产生这问题了~-	0
还行,不甜,应该说糖含量少更适合宝宝,但不甜宝宝又不是很爱吃!	1
。,基本没怎么用,浪费啊-	0
不错,书的质量还是可以的,而且快递的速度很给力	1
垃圾,垃圾 用了4个月鼠标就失灵了 各位不要买这个产品!联系了客服 客服给了产品的售后电话是没有人接的 坑爹啊!说明书明明写的15个月内发生产品质量问题 可以凭销售单到经销商换全新的  亚马逊又说不帮我换-	0
失望的绘本,硬壳,但里面就是一般的印刷页,还有油墨味,怀疑是盗版。和《咕噜噜,拉便便》同时买的,这个纸张相当好,印刷清晰,还便宜。-	0
非常棒,我是冲着封面买的,其他的虽然便宜,但是封面我都很不满意。唯独看上这本了,果然没有让我失望,不论纸张还是字体,都棒极了··· 是值得收藏的版本。发货又很快!没得说!力荐!	1
怎么会这样?,我不知道这套书有几本,那次上面写一套两本,结果就直接买了,也没看。发来之后发现两本是一样的!怎么会有这种悲剧???-	0
想在亚马逊消费的最好看看我的评论,2013年6月24日购买的康佳LED47银白色的电视,这个电视快递送到家后我发现包装完好,然后签收了。我没有让电视的售后来安装,自己拆开安装的,打开电视机发现电视机的屏幕下方有个拇指大的黑影,无论屏幕是什么颜色电视屏幕始终都有黑影,影响观看。联系客服客服给的答案是自己找售后,不给予退换货。问其原因客服的答复是,没有经过售后自行安装的有任何问题都自行处理。我询问客服上品上没说需要售后来安装,客服的答复是帮助里有,我就不明白为什么这么重要的信息为什么不在商品页面上提示要在帮助里提示,谁买商品还的上帮助里看看么?这就是亚马逊,我的神。-	0
全国翻译专业资格(水平)考试辅导丛书,正版的,挺好,送货速度也快	1
书的质量没想象中好,手感很差,想几块钱的书,内容还未看,希望厂家可以改进,与图片上的质量相差远,以前买的感觉挺好,这次很不满意-	0
书好旧又损坏,内容很不错很喜欢,就是书太旧了,像二手书一样-	0
书都有点烂了。晕,收到书的时候,拆开内胆包装,里面的页脚都有点烂的痕迹,-	0
现代学人的吹嘘宣传典范,说实话,这本书的学术价值确实不高,前言作序者誉之有过泷川氏的会注考证,实在有些厚皮,此书虽然晚出,学术上仍不能望泷川氏项背,堪可赞者,注解确实详尽,几可称全译本,虽然流于泛泛,亦不精到,作为普及也还当得。但普及之用定订如此之高,得不偿失。-	0
书不错,这次买的书比较多,是给孩子上小学以后看的,现在还都没看呢,纸张有些薄,其他都还好	1
感觉听他的音乐很平静很小资!~,感觉他是很有才的,什么类型的音乐都有。听了内心很安详~有些歌能唱进我们心里,引起共鸣!	1
欺骗读者,为什么说是柴静的书呢!也就只有她两片文章。完全是在欺骗读者。-	0
概念新,快递速度很快,当天就收到。初步看了几页感觉就有了耳目一新。文字简洁,加上配图,这本书很不错。	1
感觉太一般了,这款粉饼有股很艳俗的香粉味,玉瓷色涂上也没有很白,黑色塑料外壳有点磨了-	0
一本令人开悟的书,一本令人开悟的书,这是一本凝聚智慧的书。	0
幻想...,在我小时候,如果我的妈妈能给我做一套拼布物件... 那该多好啊...羡慕-	1
真的很不给力,连上就断,此后再连不上了,还显示网络正常,客服一个字,好,十分耐心,退掉了-	0
想退货,这本书真心不好,是几篇论文凑成的论文集,不是厉以宁的作品-	0
错字很多。,该书错字很多,基本上每页都有。如将金州写成全州。有的句子不通,猜测是错字造成。 建议大家不要购买了,看着烦,象盗版!-	0
好!,前不久和陈凌武教授吃了顿饭,他推荐我买这本书,看过之后感觉相当不错啊,泌尿外科的医生必备书籍之一,纸张非常好啊!	1
摘录别人的而又重复,非常不值得买,刘建位关于巴菲特的4本书,我全买了,很不值!4本书80%的内容互相重复,而且主要是摘录国内出版的关于巴菲特的7、8本书的内容,每页内容下面都有引用《某某书》多少多少页!总之,是摘录别人的而又重复,非常不值得买-	0
问问,太难看了吧 空洞乏味 不痛不痒-	0
好看!,真的不错,我是因为圈子里说偶像好像在看这本书所以才买的,看了就入迷了, 字句不造作,幽默风趣。看看自己都笑出声来。	1
最爱VV,本来就最爱艾薇儿,这书超值,很好,非常好	1
不实用,都是废话,20分钟就看完了.-	0
这个东西山寨痕迹太多了,能不能用放一边,看看这个托架的做工和产品的包装,起码把自己的商标什么的引印清楚吧!简直不敢相信这种东西也能在亚马逊上卖!亚马逊打算砸自己的牌子么?-	0
最爱昆德拉,十年前读不懂昆德拉。十年后的现在深爱昆德拉。	1
永远的苏青,对她作品的喜欢源于她本人的魅力,喜欢不仅仅是一点点。 很喜欢这本书的封面——干净、自然。 内容就不用说了,纸质也很好。 绝对值得收藏!!	1
书页烂了,买了全套的鬼吹灯,把这本也一起买了,内容暂不评价,就是书页有烂的,严重影响心情,本想着换一本新的,想想有点太麻烦了,希望卓越今后再发书的时候,仔细检查一下!-	0
不喜欢,都是从韩国的养老体制出发去谈, 跟中国的国庆相去甚远. 参考性一般-	1
一般般吧,几乎有半本书是图片,而且很多都是雷同的感觉,文字读起来都好挣扎,应该算是朱丹的自我心灵疗程吧,买了36块,觉得太贵了,不如我以前看的书。满分100的话,打70分。-	0
横沟正史是变格派的代表人物,而不是本格。介绍时应说明白嘛!,横沟正史是变格派的代表人物,而不是本格。介绍时应说明白嘛!-	1
纸质太薄,这本书是我这几年在亚马逊买的所有书中纸质最薄的,真想不明白,16元一本的书,为什么不把纸张质量做好一些?-	0
不建议购买,作者的党文化、宗教文化较重,书中很多东西也比较教条,没有那种艺术家应该有的灵动思维,很多思维观念陷在一种程式化观念及公式中,对思维的发散及艺术感帮助不大~特别是想成为摄影家的人思维局限和审美情趣局限较大~这个价格绝对不值得~-	0
这书质量真差,买书送给朋友孩子,自己家也买了5本,结果没有翻几下,书就全部散了,孩子很爱惜书的,希望下次不要进这么差的书了-	0
行貨之傷,看來我老土了,是行貨的關係嗎?不能登錄Google帳號。這剛一買就要刷機啦~搜索功能顯示“部分結果由baidu提供”,然後不下載百度的插件就不讓我下載Google地圖了……下載的Google 市場也是一點就退出。流氓軟件還真是大行其道呀~-	0
能用的空间只有14.5G,读写慢,如标题,实际使用只有14.5G,不知道是不是别的U盘都这样,反正感觉少太多 读写不是很快 最让我纠结的就是包装了,U盘和包装是分开的,一打开直接裸的U盘砸到地上啊-	0
书籍有破损,书籍有破损!!!封面撕开一部分,送货上门应该过程不会有破损,所以可能出厂就是坏的!!-	0
一般,跟超市买的味道很不一样。 送货实在太慢太慢太慢!!!11号定的,说好14号送到,结果拖到18号。 深圳飞远配送,实在太过分~~~-	0
这是正品吗?,书的目录第一页和第二页粘在一起,防伪标志不起作用?要你何用?看起来就像是打了马赛克-	0
快递给力  内容还没看,快递给力  内容还没看  书非借而不能读也	1
一般,实际指导意义不大-	0
好玩,很满意,质量好,包装完整挺好的呢。	1
国内元教育学三本力作之一,国内关于元教育学方面的资料本就不多,据笔者所知,无非周作宇博士论文、陈桂生教授力作与该书。 所以,如果您是教育研究者,又对这方面感兴趣,建议其他两本一并购买。	1
太慢,同城竟然配送6-7天-	0
灰常不好用,老是死机 现在都开不了机了~-	0
不错,结实,蛮大的,放我的600D 和小摄像机正合适。	1
速度块,容量大,速度块,容量大,满足存储要求	1
书的质量差,回来翻几下就断页了。,书的质量差,回来翻几下就断页了。-	0
图片很好,适合宝宝看,图片很好,适合宝宝看	1
差,商品很像盗版的,真怀疑是不是-	0
不错,就是乱一点,凑活看,不错,就是乱一点,凑活看	1
书,我们感觉挺不错!好评!	1
所谓一口气读完就是读一口气就完了,不想读了.,写得太差,东抄西抄,简单的罗列和堆砌,这样的话我觉得自己也能写书了.-	0
不是很精美,封皮不是很精美,感觉整本书小了一圈儿,排版也感觉很拥挤,有点失望。不过内容很好-	0
很不错的一本书,好!,这本书很详尽,的确帮我很大的忙,很感谢	1
看一次就不想看了,有些地方比较幽默-	0
不怎么满意,姐姐想骂脏话 怎么寄给我的书破破的 想被翻阅了很久的旧书! 这本书的实用性不强-	0
赠品,还行,赠品,好用就行,呵呵	1
压在仓库有年份了吧,最后几页全粘在一起了,只能撕开。唉!!!-	0
盗版吧!,纸张很糙  插图也纯粹看不见-	0
李宇春 温柔浅唱的旋律触动了我的心,发货很快,专辑包装制作很棒,,最最重要的是李宇春的这张专辑真的狠狠好听,,制作精细,给人精细多多	1
什么垃圾,买了一个月就坏一边了。怎么保修啊。-	0
曾小时候读过的一本书,小时候曾在大哥的影响下看过这本书,当时只是觉得好玩,而且觉得很深奥。 现在有小孩了,就又买了一本。 很值得阅读的一本书,如果家里有孩子的,不妨买给他们看,不一定要让他们成为数学家,但可以让他们对数学产生兴趣。-	0
质量好,拿到手,塑封着的。打开看硬面抄,字体大小很舒服,纸张也很好。真不错。价格很优惠	1
机械制造基础评价,啊???习题没答案,,,,???郁闷啊,,,,还没看那光盘课件,不知道里面有没有,,,,如果没有的话,就是坑爹了-	0
试熨了两件,收到后迫不及待地试用了一下,熨了一件老公的衬衣,一件自己的外套,对于菜鸟级的我来说很不错。 不过,物流没有带POS机过来,差点没有足够的现金支付。-	0
唉!,缺少实际例子讲解,不是很好!但比较便宜,-	0
为什么只能买一本啊,我们寝室都要买这本书,但是为什么始终只能点一本啊-	0
不错,常喝这个咖啡的.是正货.就是物流慢= =	1
還不錯。,優點:1.瓶身很透明。我媽都說像玻璃一樣清澈。   2.沒有塑料味。用了開水也沒有。   3.裝水不會漏。蠻密封的。   4.有蓋子設計。可以用作杯子,也可以防灰塵。 缺點:1.標籤貼的有點歪。	1
相当不错,不错不错写的很好很实用	1
为什么里面有黑渣滓,为什么里面有黑渣滓,会不会是发霉了-	0
风格不喜欢,不喜欢这个人写的书,有点太做作-	0
有点欢喜有点悲,在看中这学生三书的时候,就想着综合了三本国学人文经典的小书(其实已经算不得小了),会是孩子将来提高修养的一本好帮手,用这本合集做引,再有真喜欢的,另外买了好版本珍藏也不迟。于是很是欢喜。 书拿到手,随手翻翻,基本上满意,直到翻到最后的一部分《美的历程》,从610页到639页,每隔2页就出现2页完全空白的漏印页面……心里顿时凉了半截。这不是书的过错,只是这么一来,这书也就成了半残,失了应有的部分价值。 只好暗自庆幸,还好没有送出手去。-	0
有点像教科书了,没有鬼吹灯好看。总是大段大段的理论阐述。不像是小说,有点像教科书了。-	0
差极了!,赠送的光盘是罗密欧与朱丽叶的,又不是红楼梦的,而且,只是前十七回而已,我们都以为是完整的,上当了!!-	0
太差了~,很难刮干净胡子,老留有很多胡渣~-	0
属于粗制滥造,首先,作者的文笔实在是差劲,可以一般小学生作文水平相媲美,书的实际内容并不多,硬是给凑出了32万字。 其次,文中叙述多处矛盾,为了表达主人公马有清帅,说他1米78,但在马与人比武时,为显示马身体处于劣势,又说他1米7不到。书中提及了财贸部“陈云涛”副部长,实际历史上只有一个“陈云涛”的建筑工程部副部长。 文中主人公对柳莹态度,不知是作者还是马有清的臆想,把对方纯真的感情非得要往那边靠,以此来衬托主人公的武艺高超和玉树临风。 从书的内容看,看不出马有清这一身功夫从哪训练来的,按作者讲“杨禹廷已经靠马在帮其教学”,“吴图南教了马三个绝招”,“骆兴武也只是教其拳架,口诀一字未提”,而实战水平是要靠对练的,不是几个招术能达到的,但马有清多次击退来砸场子的武林高手,看来马确实是武林奇才,30多岁,临近死亡的身体状态,能练到此境界不是奇才是什么! 总之,此书很不值得买,更不值得看!写出来就是给马有清摸黑!-	0
…,不实用。都是理论。-	0
很喜欢,纸质不是很好,但是其他都不错。适合实际操作,很喜欢	1
灯不亮,车夹螺丝脱落。,今天刚收到包裹,发现电筒和车夹分离,以为要自己安装。 打开包装安装电池,包装上说是:电池3XAAA。实际上是4节7号电池(亚马逊图片上的也是4节7号电池)按动开关没有任何反应,再按还是没有反应。 我想我花55块总不能买个摆设吧,随即上线退货。-	0
很好,外形设计很时尚,用起来很方便,好用.	1
不喜欢,太干燥了洗完头发,而且很容易油-	0
书籍有破损,书籍有破损!!!封面撕开一部分,送货上门应该过程不会有破损,所以可能出厂就是坏的!!-	0
垃圾的美的售后,安装工以前是干抢劫的么?热水器挂上墙(还是我帮他的),看都不看就说不能用原机附带的混水阀--直接说:“那个我不会装”,说完熟练的从口袋里拿出一个混水阀说除非用这个,要不他就不管了,一问价钱120元…… 我问如果我自己去买呢?人家说“我没时间再来一趟,你能找别人就找别人安吧”,就这个服务态度,还非要我在那个安装卡上签字才肯走。美的的售后都是地痞么?! 更烦的是:用了刚刚超过退货期限,热水器里面不知道什么地方,经常动不动就响,嘀嗒嘀嗒的像漏水一样,我试了整晚,与是否加热无关,与自来水压无关,搞不明白是怎么回事,明天还得面对美的地痞一样的售后?!-	0
书很好。,说实话。。。没有特别引人入胜。 不过比起郭四娘女里女气的莫名小资忧伤情怀来说,好太多了。	1
外音扬声器坏的,手机做工不错,比那个v889s做工好多了外观还可以,就是扬声器是坏的,,不想麻烦自己修吧,,,,	1
很不满意,很不满意,买回来的书缺30多页,很严重的质量问题,不过其前从卓越上买的书没有出现过这种问题,-	0
新版的比老版的字体舒服,字号排版均有很大改观,看着舒服多了,内容更是没得说,很好。	1
一般,整本书基本只要花费半天到一天的空闲时间去看,就能看完,看完后基本留不下什么印象,感觉很一般-	0
卖书起家的亚马逊也请爱惜买书者的书啊!!!,书的内容还没有看,但是书的外表已经后令人不满了; 那书的封面与封底居然是相反方向的卷起来的,封底都卷得不成样子了。。。-	0
一般,内容有一点过时间 讲的也有一点浅显-	0
接头的塑料卡子都是坏的,本来对空间大师还是充满期待的,也看了前面大家的评论说空间大师的包装不是很好,还是毫不犹豫的买了。不过收货时还是有点失望,拿到手里哗哗作响,一打开更是惨不忍睹,所有的配件在里面乱成一团,有在包装袋里的,有散落在各个角落里的,更夸张的是每层的管子连接地方有个塑料连接件,只检查了四个就坏了三个,连快递员都看不下去了,直接说你还是拒收吧,这样肯定没法用。就这样,盼了几天的宝贝又华丽丽的转身走了。这回坚决不买空间大师的了,改买宝裕合,货已经发出了,希望宝裕合不会让我失望了。-	0
满意,送的很快,当天就到了 包装的很好 使用很方便,解释很详细,阅读方便,便于记忆,还配录单词录音的MP3 很满意	1
我想看的是旅行的观感,而不是读书笔记。,我是很热爱旅游的人,所以也爱看旅行的书,此书很多网友推荐,买后很久今天才看完这本书。看的很累,照片都不错,但过于文学性和情调化的写法实在是让人有些看不下去。很怀疑当你旅行的时候真的能想到那么多吗?那么多的文化,那么多的感想喷射而出,洒满纸张,却让我感受不到每一个地点的真实内容。特别是对于日本的描绘,通篇的村上春树读后感。我想看的是旅行的观感,而不是读书笔记。-	0
书很好,书是好书,也应该是正品,但是配送公司就太差劲了,如果说因为过年要晚送货,沟通一下可以理解,但是还信誓旦旦说2.2送到,联系电话也打不通,还好客服不是摆设,今天给送了过来,虽然我要求工作日送货,难道配送公司知道我们公司周六也上班?五星全给书	1
终于买到了!,终于买到了,非常高兴!书质量也很好!	1
包装不错,内容实在不咋地,个人觉得实用性不强,也没有得到什么启发-	1
只能略看,买这本书适合查看原文出处,不适合看翻译的内容,翻译的水平很一般,不经推敲-	0
和想象中的差距太大了,这么贵的价格,拿到手上打开后发现碟片上就有一条刮痕,放出来后发现音质也一般,就一首还不错,怎么会这样,以后可不敢再买了!-	0
ikodoo智能感应保护套没有休眠唤醒功能,"合上Smart Cover,iPad即进入休眠状态,反之打开会被唤醒。"完全没有此功能啊?!不知道是给我的东西是不是有质量问题,如果不是质量问题,亲们还是买苹果原装吧-	0
一般,实就是把人资体系分开而已,没必要-	0
很棒的童话,这本书孩童时就度过,很喜欢。现在买给自己的孩子。她每天睡前读。	1
不错,老俞的书,总是让我爱上背单词。。。-	0
评价,包装不怎么好,拆开包装的时候封面表面有胶,里面的纸张有的还没切割好,总体来说不好,不建议购买-	0
。。。。。,最失败买了这本,一翻就会困,之际不看了-	0
不错,还是看着书比较有感觉,啦啦	1
哎,最不满意的一本书了,真是被忽悠, 部分内容和我最想要的化妆书几乎一样。-	0
good,词汇背多了,发现很多细节的语法记不住了,平时都是按照养成的习惯说的,但是觉得还是要好好补一下。	1
是正品,一收到就去官网查了,是正品,哈哈	1
不好打,容易坏,非常不耐打,一小时坏两个。直接散架。-	0
后悔的选择 别买,突然间想读胡林翼,就在网上找寻,结果找到了这本破书。原以为是湖北人民的应该很好,不好也差不到哪里去,不曾想它竟然破得不能再破了:三个人合著的,风格各异,学术不学术,故事不故事,很是蹩脚,内容前后还多有重复。所引用的故事,叙述枯燥乏味,像是儿童文学,深感后悔。悔其价格不值(本书价不低),悔其内容敷衍无聊!爱书之人是不能把书扔掉的,不然我肯定把他给撕烂,扔掉!另外书中所引资料,根本没有注脚,所以对所引资料本人深表怀疑,怀疑是不是出自作者之口,蒙混读者!基此原因,忠告各位想购此书的读者:勿买!勿蹈吾之辙!-	0
垃圾乃是,实在受不了1??不知道是原著问题还是翻译问题,语句间不连贯无逻辑! 还是某个博士翻译的!!-	0
质量实在太差,板薄得跟纸皮似的,质量实在太差,板薄得跟纸皮似的,装起来无论怎么固定都会摇晃,跟好事达的比起来根本就是两回事-	0
印刷质量很好,全彩,图文并茂。,基本上读完了,故事题材丰富,且图文并茂。以后宝宝出世后也能读。	1
表不会动,第一次用,拧上气门,表还是0,好无语,希望能换个好的啊-	0
不建议去买,在图书馆无意看到,作者其实只是讲了佩雷尔曼一些故事,顶多就是他一些求学和研究经历,但远谈不上了解这个人。而且本书也不是为了讲明白庞加莱猜想是怎样被证明的,因为根本就没讲这个问题究竟是怎么一回事,几乎一点关于数学东西都没介绍。总之二十多块钱买这本书就是烧钱。-	0
很不错,不锈钢材质好,价格比超市便宜; 容量超大,做饭做菜够6个人吃的分量, 做菜很快; 送货够快!	1
快速的看完了。很深。,很复杂,不怎么看得懂。 反正跟教科书差不多,方方面面都讲到了的,但是对于我这个对经济一窍不通的人来说似乎太深了些,也不是很有耐性看完它。-	0
好精致哦!,好小哦!很漂亮,特别的精致。	1
是我见过最垃圾的一本词典,纯粹就是为了凑篇幅蒙骗读者,1.水分特别大,目录(索引)部分占据了全书的三分之一,而且正文部分看上去似乎就是一个重复的目录(索引)部分. 2.检索特别难,由于索引庞大,查目录比查正文还要费劲,等你好容易查到正文了,又会大失所望,原来正文内容和目录差不多. 3.内容特别空,滥竽充数的内容占据了全书的60%以上,唯一值得庆幸的是总算没有把"吃饭,睡觉,喝水"这样的词收进书里加注释充数. 4.编收不规范,比如,"升米恩,斗米仇"这么习惯俗成的说法,在这本书里怎么也查不到,原来是被它收编为"一斗米养个恩人,一石米养个仇人". 5.解释不权威,对词条的注解几乎都是重复目录词条,既无出处,也无书证,更谈不上让读者受益. 6.优点:印刷装订质量值得肯定. 总之,是一本买了就后悔的书.-	0
有点失望,首先图书很小,比想象中的小很多,其次,纸张很一般,感觉很粗糙,但是又很贵,难道进口的书都这样?-	0
就是凑个数,新东方有三本小书,我买只是凑个数,不过觉得新东方的书都很贵!!!没有为百姓服务的宗旨!!!-	0
有色拉油,这面条看着不是很好,配料:面粉,食盐,色拉油.-	0
假货  十足的假货 非常不愉快,假货  十足的假货 居然外观有污损  打开还发现有白页  纸张也差的要死 最后退货了  退的钱居然不能转到银行卡 无奈只能继续买  于是我买吃的  结果买完显示 一周后才有货  我对亚马逊无言了  以后不敢买了-	0
太好了,这么好的书,真实用,没有废东东,除了规格就是重量,都是工作实用的	1
书上很多错误···,内容和很多书的不符合-	0
朗文外研社新概念英语1(新版),很好,我想买一本适合六级左右的单词书,不知道那个好-	0
死的生和生的死,这本书其实我实在书店买的,但是由于本内容确实很不错,我便把自己写的一段记录拿来跟大家分享一下: 其实我从未探测过死囚的内心,因为我本身是支持死刑的,但是对于那些穷凶极恶的人中被迫犯罪的人,社会的宽容度又有多大呢?死囚救了维贞,或许只是被社会背弃的人之间的相互取暖,人性最基本的暖在死亡面前被无限放大开来,原来“人之将死其言也善”,生死都能放下,还有什么看不开的呢?幸福时光是面包可以分食,速溶咖啡胜过现磨咖啡百倍,哪又如何?每周仅一次的会面是点亮将死者余下生命的唯一光辉。。。幸福的直率、坦白。。。。我第一次觉得让世间人们勘破放下一切的,不是宗教,而是人心。。。。	1
儿子很喜欢,名师导读很到位。儿子非常喜欢。	1
非常差,质量非常差 屏幕上还有很多花-	0
真的是正品吗?,在亚马逊买几次书了,每次总有一两本是没有包装袋包着的。而这次实在受不了了!这本书纸质一般,还有些字体印花了!看来真应该考虑要不要换购物网站了。-	0
很不错的一本书,很不错的一本书。养生茶,很简单,很实用。	1
非常一般的高代教材,不够详不够细,大量的 留给读者自己验证,请读者自证,显然。。。。 例子不够丰富,一个例子,往往过了十几页,作者来了一句,参见例**,然后你又得翻到前面十几页去找。就不能多举几个例子? 排版不好,不方便阅读。 整个教材下来,概念的引入到讲解,还是沿用了老一套的写法,没有新意,显然作者并没有花多少心思写一本好教材!跟北大数学系几本高代教材相比,毫无夸张地说没有可比性,不是一个级别的。 高代经典教材有很多,北大三版,张禾瑞,丘维声,姚慕生,张贤科。。。。。没有必要选择这本。-	0
生产日期太久,大家以后买奶粉,生产日期在签收时一定要注意,不然像这种只差2个月就到期的没办法退货;卓越还有一条一条的正策给你看,像奶粉这种东西,大家一定要注意,不然就是浪费钱-	0
说话很重要,人活一张嘴,事事很重要,一管吃饭,一管说话,饭不吃不行,话乱说更难	1
